name,number,material,thickness,length,width,bend_nums,radius,tool_exchange,side,schroder,henra,special,weight
Belka boczna,437.101.01.10,CZARNA,2.5,3659,155.8,4,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,11.19
Belka podłużna,450.000.00.04,OCYNK,2.5,3088,163.6,2,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,9.91
Wspornik dyszla pod szyld,450.000.00.06,OCYNK,1.5,3000,340.2,5,1.5,FAŁSZ,FAŁSZ,PRAWDA,FAŁSZ,FAŁSZ,12.02
Podstawa skrzynki przedniej,450.000.07.01,OCYNK,2,1791,1160.5,5,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,32.63
Tył skrzynki przedniej,450.000.07.02,OCYNK,2,1725,658.5,3,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,17.83
Bok skrzynki przedniej,450.000.07.13,OCYNK,2,559,632.5,3,1.5,PRAWDA,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,5.55
Bok skrzynki przedniej,450.000.07.23,OCYNK,2,559,632.5,3,1.5,PRAWDA,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,5.55
Pokrywa skrzynki tylnej,450.000.08.01,OCYNK,1.6,1864,581.4,6,1.5,PRAWDA,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,13.61
Tablica,450.101.04.00,CZARNA,2.5,2340,319.3,4,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,14.66
Wzmocnienie błotnika górne,450.223.00.01,ALU RYFL,3.7,850,542.8,3,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,4.61
Podłużnica,476.101.00.10,CZARNA,2.5,2255,216.7,4,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,9.59
Podłużnica,476.101.00.20,CZARNA,2.5,2255,216.7,4,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,9.59
Belka przednia,477.101.00.01,CZARNA,2,1350,223,5,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,4.73
Belka poprzeczna,477.101.00.03,CZARNA,2,1405,125,2,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,2.76
Podłużnica,477.101.00.10,CZARNA,2,2592,216.7,5,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,8.82
Podłużnica,477.101.00.20,CZARNA,2,2592,216.7,5,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,8.82
Wzmocnienie podłużnicy,478.100.00.08,CZARNA,2.5,860,110.3,1,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,1.86
Słupek stelaża H1400,479.300.00.01,OCYNK,2,1340,79,2,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,1.66
Podłużnica boczna,479.300.00.03,OCYNK,1.5,1743,120,4,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,2.46
Płyta wierzchnia,494.001.00.01,OCYNK,1.5,1345,864.9,2,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,13.7
Maskownica,494.001.00.02,OCYNK,1.5,1345,164,3,0.8,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,2.6
Belka przednia górna,494.100.00.01,CZARNA,2,1407,248.05,4,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,5.48
Poprzeczka górna,494.100.00.05,CZARNA,2,1405,123,2,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,2.71
Wspornik,494.100.00.06,CZARNA,3,619,73.7,2,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,1.07
Tablica,494.100.00.07,CZARNA,2,1404,359.6,6,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,7.92
Podłużnica górna,494.111.03.10,CZARNA,2,2351,201,4,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,7.42
Podłużnica górna,494.111.03.20,CZARNA,2,2351,201,4,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,7.42
Kabłąk,494.300.00.02,OCYNK,2,1913,56,1,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,1.68
Podłużnica górna,496.100.03.10,CZARNA,2,2688,201,4,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,8.48
Podłużnica górna,496.100.03.20,CZARNA,2,2688,201,4,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,8.48
Blacha burty p_t,498.160.00.01,OCYNK,0.8,1343,390.4,7,1.5,FAŁSZ,PRAWDA,PRAWDA,FAŁSZ,FAŁSZ,3.29
Blacha burty p/t,498.163.00.01,OCYNK,0.8,1343,530.3,15,1.5,FAŁSZ,PRAWDA,PRAWDA,FAŁSZ,FAŁSZ,4.47
Blacha burty p_t BIS,498.260.00.01,OCYNK,0.8,1343,490,7,1.5,FAŁSZ,PRAWDA,PRAWDA,FAŁSZ,FAŁSZ,4.13
Blacha burty p_t BIS siatkowa,498.760.00.01,OCYNK,0.8,1343,490,7,1.5,FAŁSZ,PRAWDA,PRAWDA,FAŁSZ,FAŁSZ,4.13
Mocowanie palety pion,510.000.00.01,OCYNK,2.5,40,130.5,2,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.1
Mocowanie palety pion przód,510.000.00.03,OCYNK,2.5,40,114.7,2,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.09
Wzmocnienie wewnętrzne pod oś,510.100.00.01,OCYNK,2,400,132,2,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.83
Poprzeczka,510.100.00.02,OCYNK,1.5,1100,137.9,2,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,1.79
Tablica,510.100.00.03,OCYNK,1,1106,302.7,4,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,2.63
Podłużnica lewa,510.100.01.10,OCYNK,1.5,1516,160.4,2,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,2.86
Poprzeczka dyszla,510.120.00.09,OCYNK,3,1100,169.2,3,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,4.38
Ramie dyszla lewe,510.120.02.10,OCYNK,2.5,1020,134.7,2,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,2.7
Ramie dyszla prawe,510.120.02.20,OCYNK,2.5,1020,134.7,2,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,2.7
Blacha burty bocznej,510.140.01.00,OCYNK,0.8,1430,390.4,7,1.5,FAŁSZ,PRAWDA,PRAWDA,FAŁSZ,FAŁSZ,3.51
Słupek tylny L,510.140.02.10,OCYNK,2,476,179.5,2,2,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,1.34
Słupek tylny P,510.140.02.20,OCYNK,2,476,179.5,2,2,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,1.34
Blacha burty bis,510.140.03.00,OCYNK,0.8,1430,490.4,7,1.5,FAŁSZ,PRAWDA,PRAWDA,FAŁSZ,FAŁSZ,4.4
Blacha burty bis p_t,510.160.00.01,OCYNK,0.8,1050,490.4,7,1.5,FAŁSZ,PRAWDA,PRAWDA,FAŁSZ,FAŁSZ,3.23
Blacha burty przedniej,510.160.02.02,OCYNK,0.8,1050,402.5,5,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,2.65
Słupek burty przedniej L,510.160.03.10,OCYNK,2,377,136.5,1,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.81
Słupek burty przedniej P,510.160.03.20,OCYNK,2,377,136.5,1,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.81
Blacha burty tylnej,510.180.02.02,OCYNK,0.8,1050,390.42,7,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,2.57
Poprzeczka stelaża,510.300.00.01,OCYNK,1.5,1154,84.4,4,1.5,PRAWDA,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,1.15
Poprzeczka 10,510.300.00.02,OCYNK,1,1103,115.6,4,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,1
Kabłąk 10,510.300.00.03,OCYNK,2,1637,57.5,1,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,1.48
Podłużnica Górna 15,510.300.00.04,OCYNK,1,1498,114.5,5,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,1.35
Poprzeczka relingu W1000,510.500.02.00,OCYNK,1.5,1105,169.9,4,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,2.21
Blacha burty bocznej siatka,510.740.01.00,OCYNK,0.8,1430,490,7,1.5,FAŁSZ,PRAWDA,PRAWDA,FAŁSZ,FAŁSZ,4.4
Blacha burty p_t siatka,510.760.00.01,OCYNK,0.8,1050,490.4,7,1.5,FAŁSZ,PRAWDA,PRAWDA,FAŁSZ,FAŁSZ,3.23
Blacha pokrywy,510.800.01.00,ALU RYFL,3.7,1639,1210.2,4,5,PRAWDA,FAŁSZ,PRAWDA,FAŁSZ,FAŁSZ,19.82
Wzmocnienie pokrywy,510.800.02.00,ALU RYFL,3.7,1300,62.1,1,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.81
Podłużnica L,511.100.01.10,OCYNK,1.5,2047,160.4,2,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,3.87
Podłużnica P,511.100.01.20,OCYNK,1.5,2047,160.4,2,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,3.87
Wspornik światła odblaskowego,511.360.00.01,OCYNK,1.5,130,117,2,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.18
Blacha pokrywy,511.800.01.00,ALU RYFL,3.7,2170,1210.2,4,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,26.24
Tablica,512.100.00.03,OCYNK,1,1299,302.7,4,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,3.09
Mocowanie dyszla tylne,512.120.00.01,OCYNK,4,60,177.2,1,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.33
Mocowanie dyszla przednie,512.120.00.10,OCYNK,2.5,105,166.4,1,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.34
Mocowanie dyszla przednie,512.120.00.20,OCYNK,2.5,105,166.4,1,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.34
Ramie dyszla,512.120.02.10,OCYNK,2.5,1330,134.7,2,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,3.52
Ramie dyszla,512.120.02.20,OCYNK,2.5,1330,134.7,2,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,3.52
Blacha burty przedniej,512.160.02.02,OCYNK,0.8,1243,402.5,4,1.5,FAŁSZ,PRAWDA,PRAWDA,FAŁSZ,FAŁSZ,3.14
Blacha burty tylnej,512.180.00.01,OCYNK,0.8,1240,390.4,7,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,3.04
Poprzeczka stelaża w1250 H0,512.300.00.01,OCYNK,1.5,1347,84.4,4,1.5,PRAWDA,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,1.34
Blacha pokrywy,512.800.01.00,ALU RYFL,3.7,2170,1403.5,4,5,FAŁSZ,FAŁSZ,PRAWDA,FAŁSZ,FAŁSZ,30.43
Wzmocnienie pokrywy,512.800.02.00,ALU RYFL,3.7,1485,62.1,1,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.92
Mocowanie siłownika,512.800.04.00,OCYNK,1.5,168,151.9,4,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.3
Naroże pokrywy,512.800.05.00,ALU,4,80,160.2,1,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.14
Podłużnica,513.100.01.10,OCYNK,1.5,2345,160.4,2,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,4.43
Podłużnica,513.100.01.20,OCYNK,1.5,2345,160.4,2,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,4.43
Blacha pokrywy,513.800.01.00,ALU RYFL,3.7,2468,1403,4,5,FAŁSZ,FAŁSZ,PRAWDA,FAŁSZ,FAŁSZ,34.59
Wzmocnienie pod oś,514.100.00.02,OCYNK,2.5,1200,146.6,2,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,3.45
Podłużnica lewa,514.100.02.10,OCYNK,1.5,2682,160.4,2,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,5.07
Podłużnica prawa,514.100.02.20,OCYNK,1.5,2682,160.4,2,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,5.07
Belka przednia,514.100.03.01,OCYNK,2,1292,135,2,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,2.74
Wzmocnienie pod oś,514.100.03.10,OCYNK,2.5,1404,147,2,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,4.05
Wzmocnienie pod oś,514.100.03.20,OCYNK,2.5,1404,147,2,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,4.05
Wzmocneinie pod oś,514.100.04.10,OCYNK,2.5,1454,170,2,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,4.85
Wzmocneinie pod oś,514.100.04.20,OCYNK,2.5,1454,170,2,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,4.85
Ramię dyszla,514.120.00.10,OCYNK,2.5,1256,135,2,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,3.33
Ramię dyszla,514.120.00.20,OCYNK,2.5,1256,135,2,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,3.33
Belka obniżająca zaczep,514.120.01.10,OCYNK,3,426,103,2,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,1.03
Belka obniżająca zaczep,514.120.01.20,OCYNK,3,426,103,2,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,1.03
Mocowanie dyszla tylne,514.120.03.10,OCYNK,4,115,175,1,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.63
Mocowanie dyszla tylne,514.120.03.20,OCYNK,4,115,175,1,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.63
Blacha pokrywy,514.800.01.00,ALU RYFL,3.7,2805,1403.5,4,5,FAŁSZ,FAŁSZ,PRAWDA,FAŁSZ,FAŁSZ,39.33
Łącznik sklejki,514.900.03.00,OCYNK,1.5,900,104,2,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,1.1
Wzmocnienie pod burtę,520.100.00.01,OCYNK,2,160,90.5,1,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.23
Wspornik obrotu dyszla,520.100.01.10,OCYNK,4,160,132.7,2,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.67
Wspornik obrotu dyszla,520.100.01.20,OCYNK,4,160,132.7,2,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.67
Mocowanie dyszla L,520.120.04.10,OCYNK,4,144,132,2,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.59
Mocowanie dyszla P,520.120.04.20,OCYNK,4,144,132,2,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.59
Wspornik obrotu dyszla,524.100.03.10,OCYNK,4,158,160,2,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.79
Wspornik obrotu dyszla,524.100.03.20,OCYNK,4,158,160,2,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.79
Mocowanie dyszla tylne,524.120.03.10,OCYNK,4,117,130.5,2,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.48
Mocowanie dyszla tylne,524.120.03.20,OCYNK,4,117,130.5,2,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.48
Poprzeczka,531.000.00.01,OCYNK,2,1100,148,2,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,2.56
Tablica,531.100.00.01,OCYNK,1,1106,302.7,4,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,2.63
Podłużnica,531.100.00.10,OCYNK,1.5,1265,163.4,2,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,2.43
Podłużnica,531.100.00.20,OCYNK,1.5,1265,163.4,2,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,2.43
Ramię dyszla,531.120.01.10,OCYNK,2.5,1625,134.7,2,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,4.29
Ramię dyszla,531.120.01.20,OCYNK,2.5,1625,134.7,2,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,4.29
Słupek burty L,531.140.02.10,OCYNK,2,476,179.5,4,2,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,1.34
Słupek burty P,531.140.02.20,OCYNK,2,476,179.5,4,2,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,1.34
Blacha burty bocznej,531.142.01.00,OCYNK,0.8,1961,397.5,5,1.5,FAŁSZ,PRAWDA,PRAWDA,FAŁSZ,FAŁSZ,4.9
Blacha burty przedniej,531.160.02.02,OCYNK,0.8,1111,398,5,1.5,FAŁSZ,PRAWDA,PRAWDA,FAŁSZ,FAŁSZ,2.78
Słupek burty przedniej,531.160.03.10,OCYNK,2,401,136.5,1,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.86
Słupek burty przedniej,531.160.03.20,OCYNK,2,401,136.5,1,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.86
Słupek burty,531.180.02.10,OCYNK,2,325,100,2,2,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,PRAWDA,0.51
Słupek burty,531.180.02.20,OCYNK,2,325,100,2,2,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,PRAWDA,0.51
Słupek burty,531.182.02.10,OCYNK,2,325,100,2,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.51
Słupek burty,531.182.02.20,OCYNK,2,325,100,2,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.51
Poprzeczka,532.100.03.00,OCYNK,2,1110,163,4,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,2.84
Wspornik obrotu dyszla,532.100.04.10,OCYNK,4,118,145,2,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.54
Wspornik obrotu dyszla,532.100.04.20,OCYNK,4,118,145,2,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.54
Poprzeczka,532.100.05.00,OCYNK,1.5,1110,130.6,2,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,1.71
Wzmocnienie pod oś,532.100.06.00,OCYNK,2,370,138,2,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.8
Burto-podłużnica,532.141.01.10,OCYNK,0.8,1490,581.9,9,1.5,FAŁSZ,PRAWDA,PRAWDA,FAŁSZ,FAŁSZ,5.44
Burto-podłużnica,532.141.01.20,OCYNK,0.8,1490,581.9,9,1.5,FAŁSZ,PRAWDA,PRAWDA,FAŁSZ,FAŁSZ,5.44
Burta przednia,532.160.02.00,OCYNK,0.8,1272,404.4,7,1.5,FAŁSZ,PRAWDA,PRAWDA,FAŁSZ,FAŁSZ,3.23
Burto-podłużnica,533.141.01.10,OCYNK,0.8,2021,581.9,9,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,7.39
Burto-podłużnica,533.141.01.20,OCYNK,0.8,2021,581.9,9,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,7.39
Mocowanie najazdu,600.001.010,OCYNK,4,50,202.3,2,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.32
Płyta wierzchnia,600.002.00.01,OCYNK,1.5,1245,864.9,2,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,12.68
Maskownica,600.002.00.02,OCYNK,1.5,1245,164,3,0.8,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,2.4
Wzmocnienie najazdu,600.002.00.03,OCYNK,1.5,805,181.9,4,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,1.72
Ceownik,600.002.00.05,OCYNK,2.5,150,59,2,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.17
Wzmocnienie najazdu,600.003.00.03,OCYNK,1.5,805,182,4,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,1.73
Belka przednia,600.100.00.01,OCYNK,2,1298,330,5,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,6.72
Wzmocnienie pod oś,600.100.00.02,OCYNK,3,555,142.6,2,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,1.86
Tablica,600.100.00.03,OCYNK,2,1301,345.6,6,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,7.06
Wzmocnienie pod oś,600.100.00.04,OCYNK,2.5,480,146,2,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,1.38
Belka wsporcza,600.100.00.05,OCYNK,3,1290,168.7,3,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,5.13
Wzmocnienie,600.100.00.06,OCYNK,2.5,206,149.2,2,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.6
Tablica pod najazdy,600.100.00.07,OCYNK,2,1301,345.6,6,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,7.06
Poprzeczka,600.100.009,OCYNK,1.5,1287,150.1,2,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,2.27
Wspornik dyszla przedni,600.100.011L,OCYNK,3,120,190.4,1,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.54
Wspornik dyszla przedni,600.100.011P,OCYNK,3,120,190.4,1,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.54
Podłużnica,600.100.02.10,OCYNK,2,2053,244.1,5,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,7.87
Podłużnica,600.100.02.20,OCYNK,2,2053,244.1,5,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,7.87
Ramię dyszla,600.120.00.10,OCYNK,2.5,1490,232.2,4,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,6.79
Ramię dyszla,600.120.00.20,OCYNK,2.5,1490,232.2,4,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,6.79
Ramię dyszla,600.120.02.10,OCYNK,3,1850,232.2,4,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,10.12
Ramię dyszla,600.120.02.20,OCYNK,3,1850,232.2,4,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,10.12
Mocowanie uniwersalne resoru,600.126.02.00,OCYNK,4,900,124.3,2,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,3.51
Blacha burty bocznej,600.140.01.00,OCYNK,0.8,1961,390.4,7,1.5,FAŁSZ,PRAWDA,PRAWDA,FAŁSZ,FAŁSZ,4.81
Wzmocnienie burty H300,600.140.01.10,OCYNK,0.8,398,161.09,4,2,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.4
Słupek burty bocznej,600.140.03.10,OCYNK,2,300,179.5,2,2,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,PRAWDA,0.85
Słupek burty bocznej,600.140.03.20,OCYNK,2,300,179.5,2,2,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,PRAWDA,0.85
Blacha nurty p_t,600.160.00.01,OCYNK,0.8,1240,390.4,7,1.5,FAŁSZ,PRAWDA,PRAWDA,FAŁSZ,FAŁSZ,3.04
Słupek burty p_t,600.160.02.00,OCYNK,2,300,99.5,2,2,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,PRAWDA,0.47
Słupek uni H800,600.300.00.01,OCYNK,2,900,79,2,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,1.12
Poprzeczka 12,600.300.00.02,OCYNK,1,1296,115.6,4,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,1.18
Kabłąk 10,600.300.00.03,OCYNK,2,1835,57.5,1,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,1.66
Podłużnica górna 20,600.300.00.04,OCYNK,1,2037,114.5,5,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,1.83
Wspornik koła zapasowego,600.360.00.01,OCYNK,3,95,328.7,4,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.74
Wspornik koła zapasowego,600.360.00.05,OCYNK,2.5,570,99.7,4,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,1.11
Podpora relingu,600.500.00.01,OCYNK,2,49,623,1,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.48
